close
3.318
3.024
2.89
2.7
2.805
2.8
2.801
2.805
2.77
2.743
2.7085
2.735
2.728
2.7215
2.7245
2.7565
2.8995
2.882
2.907
2.867
2.902
2.88
2.938
2.955
2.8495
2.907
2.89
2.9025
2.888
2.9005
2.869
2.884
2.825
2.84
2.933
2.925
2.8805
2.866
2.845
2.8865
2.8805
2.8585
2.852
2.826
2.823
2.8285
2.791
2.7535
2.7195
2.7265
2.7005
2.705
2.696
2.669
2.717
2.701
2.6665
2.6625
2.6455
2.6675
2.621
2.617
2.626
2.6235
2.6305
2.646
2.642
2.6095
2.5925
2.5675
2.55
2.558
2.54
2.524
2.533
2.621
2.6355
2.681
2.648
2.628
2.64
2.6255
2.6435
2.573
2.5525
2.5525
2.5765
2.5945
2.582
2.554
2.609
2.6105
2.6685
2.649
2.66
2.6905
2.65
2.6795
2.659
2.69
2.615
2.576
2.575
2.556
2.5505
2.5475
2.533
2.532
2.533
2.502
2.451
2.4
2.4025
2.3505
2.3275
2.2915
2.314
2.314
2.2785
2.301
2.317
2.3155
2.3265
2.2985
2.301
2.3105
2.2705
2.2505
2.244
2.26
2.303
2.326
2.345
2.345
2.3805
2.4395
2.4065
2.446
2.4425
2.401
2.368
2.475
2.4255
2.4085
2.4
2.392
2.369
2.4
2.411
2.39
2.374
2.378
2.368
2.3615
2.4295
2.4185
2.373
2.3685
2.397
2.4705
2.4475
2.4255
2.413
2.4095
2.343
2.292
2.2965
2.3745
2.35
2.3485
2.3345
2.3375
2.348
2.343
2.3555
2.3805
2.373
2.359
2.3465
2.3375
2.337
2.3585
2.346
2.35
2.344
2.3055
2.493
2.483
2.538
2.526
2.6425
2.6535
2.6165
2.591
2.5415
2.5195
2.623
2.535
2.5305
2.513
2.4945
2.602
2.6285
2.5505
2.5735
2.603
2.5265
2.5065
2.488
2.498
2.4895
2.494
2.528
2.49
2.466
2.4555
2.406
2.4095
2.3985
2.332
2.3495
2.356
2.407
2.3825
2.301
2.2505
2.278
2.253
2.2155
2.129
2.0375
2.1125
2.1125
2.1005
2.0245
1.9685
2.1385
2.136
2.106
2.126
2.101
2.057
2.1415
2.1345
2.15
2.0905
2.0585
2.08
2.107
2.1535
2.152
2.2865
2.256
2.22
2.2395
2.2455
2.2415
2.207
2.232
2.2235
2.073
1.985
2.1785
2.1315
2.0965
2.1535
2.16
2.175
2.1545
2.125
2.111
2.105
2.105
2.04
1.997
2.02
2.02
2.01
2.032
1.9915
2.0085
2.022
2.0855
2.0675
2.054
2.09
2.0495
2.033
2.0375
2.01
2.032
2.0625
2.0055
1.957
1.927
1.925
1.8905
1.8725
1.6975
1.64
1.9015
2.0355
1.955
2.071
2.011
1.934
2.19
2.2005
2.2065
2.211
2.2325
2.24
2.2265
2.286
2.309
2.3015
2.344
2.359
2.372
2.3925
2.3855
2.2045
2.099
2.137
2.111
2.086
2.051
2.0695
2.04
2.055
2.047
2.0425
2.0415
2.01
1.9995
1.9655
1.9285
1.9725
1.903
1.815
1.81
1.7945
1.74
1.744
1.75
1.7685
1.8025
1.8175
1.84
1.8355
1.839
1.8255
1.795
1.766
1.73
1.698
1.6765
1.668
1.681
1.6345
1.559
1.5905
1.5865
1.5765
1.595
1.548
1.534
1.576
1.5325
